tns_name,previous_name,repeater_name,snr_fitb,dm_fitb,dm_fitb_err,flux,flux_err,flux_notes,fluence,fluence_err,fluence_notes
FRB20190131C,-9999,-9999,21.7,507.762,0.003,0.8,0.7,-9999,2,2,-9999
FRB20190131B,-9999,-9999,17.1,1805.729,0.004,1,0.5,-9999,3,1,-9999
FRB20190201B,-9999,-9999,30.8,749.18,0.01,0.8,0.4,-9999,2,1,-9999
FRB20190201A,-9999,-9999,15.4,242.004,0.004,3,2,-9999,3,2,-9999
FRB20190202B,-9999,-9999,26.6,464.906,0.002,1.6,0.8,Flux is an extreme lower bound due to the event being detected in the far sidelobes.,3,1,Fluence is an extreme lower bound due to the event being detected in the far sidelobes.
FRB20190202A,-9999,-9999,236.3,307.3605,0.0005,40,20,-9999,90,40,-9999
FRB20190203B,-9999,-9999,12.6,582.225,0.009,0.5,0.4,-9999,0.9,0.5,-9999
FRB20190203A,-9999,-9999,61.9,420.573,0.004,1.2,0.6,-9999,4,2,-9999
FRB20190203C,-9999,-9999,12.5,370.46,0.02,1,1,-9999,4,3,-9999
FRB20190204A,-9999,-9999,13.8,449.64,0.06,0.2,0.2,-9999,1.5,0.7,-9999
FRB20190204B,-9999,-9999,37.1,1464.939,0.005,1.3,0.6,-9999,4,2,-9999
FRB20190205A,-9999,-9999,18.6,695.389,0.005,0.7,0.4,-9999,1.7,0.7,-9999
FRB20190206C,-9999,-9999,20.2,1043,0.02,0.6,0.3,-9999,4,2,-9999
FRB20190206B,-9999,-9999,17.7,352.5,0.1,1,0.9,-9999,10,6,-9999
FRB20190206A,-9999,-9999,43.5,188.336,0.006,1,1,-9999,9,7,-9999
FRB20190208B,-9999,-9999,165.2,714.2201,0.0005,10,5,-9999,14,6,-9999
FRB20190208C,-9999,-9999,31.4,238.392,0.002,1.3,0.9,-9999,1.7,0.9,-9999
FRB20190208A,190208.J1855+46,FRB20190208A,31.2,579.84,0.01,0.4,0.3,-9999,5,3,-9999
FRB20190208A,190208.J1855+46,FRB20190208A,31.2,579.84,0.01,0.4,0.3,-9999,5,3,-9999
FRB20190208A,190208.J1855+46,FRB20190208A,31.2,579.84,0.01,0.4,0.3,-9999,5,3,-9999
FRB20190208A,190208.J1855+46,FRB20190208A,31.2,579.84,0.01,0.4,0.3,-9999,5,3,-9999
FRB20190209A,190209.J0937+77,FRB20190209A,19.6,424.79,0.03,0.8,0.5,-9999,4,2,-9999
FRB20190210B,-9999,-9999,66,624.188,0.002,2.6,0.7,-9999,5,1,-9999
FRB20190210C,-9999,-9999,27.3,643.367,0.002,2.4,0.8,-9999,4,1,-9999
FRB20190210A,-9999,FRB20190209A,21.7,426.1,0.1,0.3,0.3,-9999,1.8,0.2,-9999
FRB20190210D,-9999,-9999,36,359.148,0.004,1.4,0.3,Flux is an extreme lower bound due to the event being detected in the far sidelobes.,2.5,0.5,Fluence is an extreme lower bound due to the event being detected in the far sidelobes.
FRB20190210E,-9999,-9999,15.5,580.58,0.01,0.7,0.2,-9999,1.4,0.3,-9999
FRB20190211A,-9999,-9999,27.8,1188.256,0.004,1.5,0.6,-9999,6,2,-9999
FRB20190211B,-9999,-9999,18.4,260.7,0.0007,0.3,0.1,-9999,1.3,0.4,-9999
FRB20190212B,-9999,-9999,41.6,600.187,0.003,1.6,0.8,-9999,4,2,-9999
FRB20190212C,-9999,-9999,33.2,1016.45,0.03,0.7,0.3,-9999,12,4,-9999
FRB20190212D,-9999,-9999,18.4,1139.76,0.03,0.4,0.3,-9999,6,4,-9999
FRB20190212A,190212.J18+81,FRB20190212A,15.7,301.78,0.03,0.4,0.3,-9999,3,2,-9999
FRB20190213A,190213.J02+20,FRB20190213A,17.5,651.06,0.07,0.4,0.3,-9999,2,1,-9999
FRB20190213C,-9999,-9999,11.5,357.063,0.006,0.6,0.4,-9999,1.1,0.6,-9999
FRB20190213B,-9999,FRB20190212A,23.2,301.313,0.007,0.9,0.5,-9999,4,2,-9999
FRB20190213B,-9999,FRB20190212A,23.2,301.313,0.007,0.9,0.5,-9999,4,2,-9999
FRB20190213D,-9999,-9999,25,1346.848,0.002,1,0.6,-9999,2,1,-9999
FRB20190214A,-9999,-9999,16.7,497.7,0.1,0.5,0.2,-9999,9,2,-9999
FRB20190214C,-9999,-9999,24.4,533.11,0.02,1,0.5,-9999,5,2,-9999
FRB20190215B,-9999,-9999,61.9,274.629,0.003,2,1,-9999,6,3,-9999
FRB20190216A,-9999,FRB20181017A,77.3,1282.4,0.3,0.9,0.4,-9999,50,10,-9999
FRB20190217A,-9999,-9999,20.7,798.109,0.009,0.3,0.1,-9999,1.2,0.4,-9999
FRB20190217B,-9999,-9999,16.7,846.21,0.01,0.5,0.3,-9999,6,2,-9999
FRB20190218A,-9999,-9999,16.6,1285.13,0.01,0.5,0.3,-9999,1.6,0.7,-9999
FRB20190218B,-9999,-9999,19.8,547.87,0.05,0.6,0.4,-9999,6,2,-9999
FRB20190218C,-9999,-9999,155.5,319.3239,0.0007,20,10,-9999,30,20,-9999
FRB20190219A,-9999,-9999,29.8,657.194,0.009,0.3,0.09,-9999,1,0.2,-9999
FRB20190219B,-9999,-9999,42.8,1681.11,0.02,1.1,0.4,-9999,14,3,-9999
FRB20190219C,-9999,-9999,12.4,806.69,0.02,0.4,0.2,-9999,2,0.9,-9999
FRB20190220A,-9999,-9999,17.6,216.12,0.01,0.3,0.2,-9999,0.7,0.4,-9999
FRB20190221A,-9999,-9999,22.1,223.81,0.02,1.2,0.4,-9999,2.3,0.3,-9999
FRB20190221B,-9999,-9999,15.3,393.12,0.04,0.7,0.3,-9999,6,1,-9999
FRB20190221C,-9999,-9999,26.4,2042.3,0.01,0.6,0.2,-9999,7,2,-9999
FRB20190221D,-9999,-9999,13,473.787,0.008,0.7,0.2,-9999,1.1,0.2,-9999
FRB20190222B,-9999,-9999,19.9,497.62,0.05,0.4,0.3,-9999,4,2,-9999
FRB20190222C,-9999,-9999,29,524.007,0.007,0.4,0.1,-9999,0.8,0.1,-9999
FRB20190222A,190222.J2052+69,FRB20190222A,92.4,460.17,0.01,1.7,0.9,-9999,12,6,-9999
FRB20190222D,-9999,-9999,12.6,895.298,0.005,0.8,0.3,-9999,0.9,0.3,-9999
FRB20190223A,-9999,-9999,20.5,389.24,0.01,0.5,0.3,-9999,1.6,0.7,-9999
FRB20190223B,-9999,-9999,12.5,536.514,0.005,0.5,0.2,-9999,0.8,0.2,-9999
FRB20190224A,-9999,-9999,28.6,818.4,0.09,0.6,0.3,-9999,8,3,-9999
FRB20190224B,-9999,-9999,16.2,839.367,0.005,2,2,-9999,4,3,-9999
FRB20190224C,-9999,-9999,30.7,497.4,0.004,1.4,0.7,-9999,8,4,-9999
FRB20190224D,-9999,-9999,41.9,752.952,0.002,3,1,-9999,6,2,-9999
FRB20190224E,-9999,-9999,71,435.861,0.001,2,0.4,-9999,4,0.8,-9999
FRB20190226A,-9999,-9999,32.4,601.573,0.002,1.5,0.4,-9999,1.4,0.4,-9999
FRB20190226B,-9999,-9999,13.2,631.6,0.03,0.4,0.2,-9999,2.4,0.7,-9999
FRB20190226C,-9999,-9999,15.9,827.77,0.02,0.4,0.2,-9999,1.4,0.4,-9999
FRB20190227A,-9999,-9999,112,394.039,0.001,3.6,0.6,-9999,13,2,-9999
FRB20190227B,-9999,-9999,15.9,331.229,0.003,0.5,0.1,-9999,0.7,0.2,-9999
FRB20190228A,-9999,-9999,109.3,419.083,0.005,1.8,0.3,-9999,36,5,-9999
FRB20190228B,-9999,-9999,60.6,1115.246,0.008,5,3,-9999,70,30,-9999
FRB20190301B,-9999,-9999,14.9,621.33,0.02,0.4,0.2,-9999,0.8,0.4,-9999
FRB20190301C,-9999,-9999,13.6,802.91,0.02,0.3,0.2,-9999,2.3,0.5,-9999
FRB20190301D,-9999,-9999,16.3,1160.69,0.02,0.4,0.1,-9999,1.5,0.2,-9999
FRB20190301A,-9999,FRB20190222A,53.5,459.56,0.01,1.8,0.7,-9999,9,3,-9999
FRB20190301A,-9999,FRB20190222A,53.5,459.56,0.01,1.8,0.7,-9999,9,3,-9999
FRB20190302A,-9999,-9999,48.7,1034.24,0.06,0.6,0.3,-9999,30,10,-9999
FRB20190303B,-9999,-9999,265.8,193.507,0.0007,9,4,-9999,40,20,-9999
FRB20190303C,-9999,-9999,19.6,1089.66,0.01,0.8,0.2,-9999,3.5,0.5,-9999
FRB20190303D,-9999,-9999,11.2,711.15,0.01,0.6,0.4,-9999,1.2,0.7,-9999
FRB20190303A,-9999,FRB20190303A,23.1,221.67,0.02,0.5,0.3,-9999,3,1,-9999
FRB20190304A,-9999,-9999,48.1,483.73,0.01,0.7,0.3,-9999,3,1,-9999
FRB20190304B,-9999,-9999,28.8,470.005,0.006,0.7,0.3,-9999,2.2,0.6,-9999
FRB20190304C,-9999,-9999,15.9,564.99,0.01,0.5,0.2,-9999,1.3,0.1,-9999
FRB20190307A,-9999,-9999,18.7,355.34,0.06,0,0,No flux calculated for this burst due to bad gains with no scaling factor. See Section 3.4.,0,0,No fluence calculated for this burst due to bad gains with no scaling factor. See Section 3.4.
FRB20190307B,-9999,-9999,19.9,294,0.05,0,0,No flux calculated for this burst due to bad gains with no scaling factor. See Section 3.4.,0,0,No fluence calculated for this burst due to bad gains with no scaling factor. See Section 3.4.
FRB20190308C,-9999,-9999,39,500.52,0.03,0.5,0.4,-9999,5,2,-9999
FRB20190308C,-9999,-9999,39,500.52,0.03,0.5,0.4,-9999,5,2,-9999
FRB20190308B,-9999,-9999,21.8,180.18,0.007,1.1,0.9,-9999,1.4,0.8,-9999
FRB20190308B,-9999,-9999,21.8,180.18,0.007,1.1,0.9,-9999,1.4,0.8,-9999
FRB20190309A,-9999,-9999,12.3,356.9,0.03,0.4,0.3,-9999,0.7,0.4,-9999
FRB20190313B,-9999,-9999,14.8,1191.25,0.06,0.7,0.3,-9999,2.7,0.8,-9999
FRB20190313A,-9999,FRB20181119A,12.4,364.5,0.1,0.4,0.2,-9999,1.5,0.6,-9999
FRB20190316A,-9999,-9999,19,515.927,0.006,1.3,0.5,-9999,2.5,0.8,-9999
FRB20190317A,-9999,-9999,9.8,1157.259,0.007,0.5,0.2,-9999,1.2,0.4,-9999
FRB20190317B,-9999,-9999,11.8,424.31,0.01,0.7,0.2,-9999,1.9,0.5,-9999
FRB20190317C,-9999,-9999,18.1,598.26,0.07,0.4,0.2,-9999,8,3,-9999
FRB20190317F,-9999,-9999,82.3,1118.11,0.01,1.6,0.8,-9999,30,10,-9999
FRB20190317E,-9999,-9999,14.9,800.88,0.01,2.2,0.7,-9999,7,2,-9999
FRB20190318A,-9999,-9999,32.4,419.266,0.008,1.6,0.4,-9999,14,3,-9999
FRB20190319A,-9999,-9999,23.7,2039.94,0.01,2.8,0.8,-9999,19,4,-9999
FRB20190320A,-9999,-9999,16,614.15,0.01,0.9,0.3,-9999,4,1,-9999
FRB20190320B,-9999,-9999,20.1,489.495,0.007,0.7,0.2,-9999,1.9,0.3,-9999
FRB20190320C,-9999,-9999,12.9,368.79,0.009,1.2,0.3,-9999,3.1,0.6,-9999
FRB20190320D,-9999,-9999,16.9,1141.3,0.2,0.5,0.2,-9999,11,2,-9999
FRB20190320E,-9999,-9999,38.8,299.135,0.004,4,2,-9999,12,4,-9999
FRB20190322A,-9999,-9999,22.5,1060.12,0.03,0.6,0.3,-9999,10,3,-9999
FRB20190322B,-9999,-9999,10.2,576.98,0.02,0.6,0.4,-9999,2,0.9,-9999
FRB20190322C,-9999,-9999,61.9,1192.081,0.001,4,2,-9999,13,6,-9999
FRB20190323A,-9999,-9999,14.4,857.504,0.009,0.7,0.3,-9999,2.7,0.8,-9999
FRB20190323B,-9999,-9999,76.8,789.5631,0.0008,7,1,-9999,11,1,-9999
FRB20190323C,-9999,-9999,12.7,381.12,0.01,0.6,0.2,-9999,1.4,0.2,-9999
FRB20190323D,-9999,-9999,12.2,763.7,0.2,0.4,0.2,-9999,2.5,0.9,-9999
FRB20190325A,-9999,-9999,15.6,359.29,0.01,1.3,0.7,-9999,5,2,-9999
FRB20190325B,-9999,-9999,11.9,1733.92,0.03,0.7,0.2,-9999,3.8,0.8,-9999
FRB20190325C,-9999,-9999,12.3,797.83,0.03,0.6,0.2,-9999,3.8,0.9,-9999
FRB20190326A,-9999,-9999,13.4,283.311,0.005,1,0.3,-9999,1.5,0.4,-9999
FRB20190327A,-9999,-9999,36.4,346.575,0.002,2.4,0.8,-9999,5,2,-9999
FRB20190328A,-9999,-9999,9.1,1303.6,0.1,0.4,0.2,-9999,2.7,0.5,-9999
FRB20190328B,-9999,-9999,10.6,565,0.02,0.7,0.3,-9999,2.1,0.5,-9999
FRB20190328C,-9999,-9999,21.6,472.861,0.008,5,2,-9999,15,7,-9999
FRB20190329B,-9999,-9999,24.5,406.054,0.007,0,0,No flux calculated for this burst due to bad gains with no scaling factor. See Section 3.4.,0,0,No fluence calculated for this burst due to bad gains with no scaling factor. See Section 3.4.
FRB20190329C,-9999,-9999,27.5,1256.359,0.007,0,0,No flux calculated for this burst due to bad gains with no scaling factor. See Section 3.4.,0,0,No fluence calculated for this burst due to bad gains with no scaling factor. See Section 3.4.
FRB20190329A,-9999,-9999,19.3,188.61,0.05,0.5,0.2,-9999,2.2,0.8,-9999
FRB20190330A,-9999,-9999,10.7,508.97,0.02,0.4,0.1,-9999,1.1,0.2,-9999
FRB20190330B,-9999,-9999,51.9,668.093,0.002,2.8,0.9,-9999,5,2,-9999
FRB20190401A,-9999,-9999,24.8,783.22,0.02,1.1,0.5,-9999,9,3,-9999
FRB20190402A,-9999,-9999,11.5,1291.69,0.08,0.3,0.2,-9999,1.3,0.5,-9999
FRB20190403G,-9999,-9999,15.8,865.31,0.01,0.8,0.3,-9999,1.6,0.4,-9999
FRB20190403A,-9999,-9999,15.2,518.83,0.01,1.1,0.3,-9999,3.2,0.9,-9999
FRB20190403B,-9999,-9999,26,292.47,0.03,3,1,-9999,24,7,-9999
FRB20190403C,-9999,-9999,12.2,935.01,0.03,0.4,0.2,-9999,1.5,0.3,-9999
FRB20190403D,-9999,-9999,9.9,613.46,0.03,0.7,0.4,-9999,1.8,0.6,-9999
FRB20190403E,-9999,-9999,57,226.2,0.01,4,2,-9999,80,30,-9999
FRB20190403F,-9999,-9999,16.4,664.18,0.02,0.6,0.3,-9999,7,2,-9999
FRB20190404A,-9999,-9999,24.4,1353.901,0.009,1.2,0.4,-9999,4,2,-9999
FRB20190404B,-9999,-9999,175.1,489.4231,0.0006,9,2,-9999,16,3,-9999
FRB20190405A,-9999,-9999,10.9,424.88,0.03,0.7,0.4,-9999,3,1,-9999
FRB20190405B,-9999,-9999,21.4,1113.218,0.009,3,1,-9999,18,6,-9999
FRB20190406A,-9999,FRB20190208A,16.3,580.225,0.009,0.5,0.3,-9999,2,1,-9999
FRB20190408A,-9999,-9999,12.9,863.38,0.007,0.6,0.4,-9999,1.5,0.7,-9999
FRB20190409A,-9999,-9999,19.7,1791.891,0.005,3,1,-9999,9,3,-9999
FRB20190409B,-9999,-9999,20.2,285.63,0.04,0.4,0.2,-9999,7,3,-9999
FRB20190409C,-9999,-9999,12.1,674.63,0.01,1,0.5,-9999,2.2,0.9,-9999
FRB20190409D,-9999,-9999,17.3,1300.12,0.01,0.6,0.2,-9999,2.7,0.7,-9999
FRB20190410A,-9999,-9999,13.6,284.02,0.01,1.6,0.8,-9999,6,2,-9999
FRB20190410B,-9999,-9999,30.8,642.17,0.009,0.2,0.1,-9999,0.4,0.2,-9999
FRB20190411A,-9999,-9999,9.8,460.555,0.007,1.2,0.6,-9999,1.4,0.5,-9999
FRB20190411B,-9999,-9999,17.5,1229.58,0.02,0.9,0.2,-9999,3.7,0.6,-9999
FRB20190411C,-9999,-9999,50,233.66,0.004,3.2,0.9,-9999,9,2,-9999
FRB20190411C,-9999,-9999,50,233.66,0.004,3.2,0.9,-9999,9,2,-9999
FRB20190412A,-9999,-9999,44.3,364.733,0.003,1.8,0.6,-9999,7,2,-9999
FRB20190412B,-9999,-9999,16.8,375.7,0.3,0.7,0.4,-9999,13,5,-9999
FRB20190414A,-9999,-9999,14.6,811.98,0.03,0.4,0.2,-9999,1.7,0.5,-9999
FRB20190414B,-9999,-9999,13.7,506.49,0.09,0.5,0.2,-9999,4,1,-9999
FRB20190415A,-9999,-9999,13,633.68,0.03,0.6,0.3,-9999,4,1,-9999
FRB20190415B,-9999,-9999,50.8,722.99,0.08,0.9,0.2,-9999,22,3,-9999
FRB20190415C,-9999,-9999,7.9,650.18,0.02,0.5,0.2,-9999,0.8,0.2,-9999
FRB20190416A,-9999,-9999,14.8,2287.27,0.04,0.6,0.3,-9999,2.8,0.9,-9999
FRB20190416B,-9999,-9999,29.1,575.36,0.01,0.7,0.3,-9999,1.5,0.5,-9999
FRB20190417B,-9999,-9999,17.1,1161.2,0.1,0.5,0.2,-9999,10,2,-9999
FRB20190417A,190417.J1939+59,FRB20190417A,26.2,1380.1,0.1,0.5,0.2,-9999,6,1,-9999
FRB20190417C,-9999,-9999,95.1,320.2319,0.0004,8,4,-9999,11,5,-9999
FRB20190418A,-9999,-9999,26.7,184.507,0.008,1,0.6,-9999,2,1,-9999
FRB20190419A,-9999,-9999,10.8,439.97,0.06,0.4,0.2,-9999,0.8,0.3,-9999
FRB20190419B,-9999,-9999,36.2,165.075,0.005,5,2,-9999,8,3,-9999
FRB20190420B,-9999,-9999,35.5,846.843,0.004,2,1,-9999,15,7,-9999
FRB20190420A,-9999,-9999,25.4,609.1,0.007,0.9,0.2,-9999,3.1,0.6,-9999
FRB20190420C,-9999,-9999,13.2,629.95,0.06,0.4,0.2,-9999,4,1,-9999
FRB20190421A,190303.J1353+48,FRB20190303A,23.2,223.64,0.01,0.4,0.2,-9999,5,1,-9999
FRB20190421A,190303.J1353+48,FRB20190303A,23.2,223.64,0.01,0.4,0.2,-9999,5,1,-9999
FRB20190421B,-9999,-9999,79.6,392.247,0.001,5,2,-9999,16,5,-9999
FRB20190422B,-9999,-9999,10.1,977.39,0.05,0.2,0.1,-9999,1.6,0.5,-9999
FRB20190422A,-9999,-9999,29.1,452.3,0.01,0.6,0.3,-9999,9,3,-9999
FRB20190422A,-9999,-9999,29.1,452.3,0.01,0.6,0.3,-9999,9,3,-9999
FRB20190422A,-9999,-9999,29.1,452.3,0.01,0.6,0.3,-9999,9,3,-9999
FRB20190423A,-9999,-9999,458.5,242.6456,0.0006,11,2,-9999,55,9,-9999
FRB20190423A,-9999,-9999,458.5,242.6456,0.0006,11,2,-9999,55,9,-9999
FRB20190423B,-9999,-9999,26.6,584.95,0.02,0.9,0.3,-9999,7,1,-9999
FRB20190423B,-9999,-9999,26.6,584.95,0.02,0.9,0.3,-9999,7,1,-9999
FRB20190423C,-9999,-9999,20.4,855.527,0.005,1.2,0.4,-9999,4,1,-9999
FRB20190423D,-9999,-9999,29.1,496.45,0.02,1.7,0.8,-9999,18,7,-9999
FRB20190424A,-9999,-9999,21.4,758.672,0.004,1.1,0.4,-9999,2,0.6,-9999
FRB20190425A,-9999,-9999,229.9,128.1577,0.0002,19,3,-9999,32,4,-9999
FRB20190425B,-9999,-9999,21.6,1031.724,0.009,1.2,0.7,-9999,3,1,-9999
FRB20190426A,-9999,-9999,37.1,340.662,0.002,1.6,0.3,-9999,2,0.3,-9999
FRB20190427A,-9999,-9999,27.5,455.783,0.003,4,1,-9999,10,3,-9999
FRB20190428A,-9999,-9999,45.7,969.4,0.002,2.2,0.7,-9999,7,2,-9999
FRB20190429A,-9999,-9999,11.2,470.88,0.01,0.8,0.2,-9999,1.8,0.3,-9999
FRB20190429B,-9999,-9999,18.2,295.7,0.8,0.7,0.5,-9999,5,2,-9999
FRB20190430B,-9999,-9999,12.6,2619.4,0.09,0.4,0.2,-9999,1.5,0.5,-9999
FRB20190430A,-9999,-9999,14.8,339.3,0.2,0.7,0.5,-9999,8,2,-9999
FRB20190430C,-9999,-9999,32.2,400.56,0.01,2.2,0.5,-9999,5,1,-9999
FRB20190501B,-9999,-9999,29.8,784.07,0.01,0.9,0.2,-9999,3.2,0.5,-9999
FRB20190501B,-9999,-9999,29.8,784.07,0.01,0.9,0.2,-9999,3.2,0.5,-9999
FRB20190502A,-9999,-9999,75.8,625.769,0.005,3.2,0.7,-9999,12,2,-9999
FRB20190502B,-9999,-9999,66.5,918.614,0.009,2.6,0.5,-9999,10,2,-9999
FRB20190502C,-9999,-9999,28.5,396.835,0.009,4,2,-9999,8,3,-9999
FRB20190515A,-9999,-9999,39.3,450.5,0.07,0.5,0.1,-9999,17,2,-9999
FRB20190515B,-9999,-9999,31.1,822.189,0.006,3,1,-9999,11,5,-9999
FRB20190515C,-9999,FRB20190213A,20.9,652.4,0.2,0.5,0.3,-9999,6,2,-9999
FRB20190515D,-9999,-9999,35.5,426.061,0.005,3,2,-9999,9,4,-9999
FRB20190516B,-9999,-9999,19.4,1235.42,0.05,1.1,0.8,-9999,10,5,-9999
FRB20190517D,-9999,-9999,12,1180.15,0.06,0.5,0.3,-9999,6,3,-9999
FRB20190517B,-9999,FRB20180814A,14,191.7,0.3,0.5,0.3,-9999,4,2,-9999
FRB20190517C,-9999,-9999,58.3,335.575,0.004,3,1,-9999,9,3,-9999
FRB20190518B,-9999,-9999,16.7,913.772,0.004,1.5,0.7,-9999,2,1,-9999
FRB20190518C,-9999,-9999,46.4,444.08,0.003,7,2,-9999,15,3,-9999
FRB20190518D,-9999,-9999,19.3,202.455,0.006,1,1,-9999,3,2,-9999
FRB20190518A,-9999,FRB20180916B,10.6,349.61,0.05,0.3,0.2,-9999,1.5,0.3,-9999
FRB20190518E,-9999,FRB20180916B,22,350.145,0.007,0.8,0.3,-9999,3.8,0.9,-9999
FRB20190518G,-9999,-9999,33.6,524.946,0.004,1,0.4,-9999,1.8,0.6,-9999
FRB20190519D,-9999,-9999,25.3,539.77,0.01,0.4,0.2,-9999,0.8,0.4,-9999
FRB20190519E,-9999,-9999,30.3,693.83,0.001,1,0.5,-9999,1.5,0.7,-9999
FRB20190519F,-9999,-9999,41,797.77,0.02,0.7,0.4,-9999,4,1,-9999
FRB20190519G,-9999,-9999,40.9,430.09,0.02,1.1,0.8,-9999,20,10,-9999
FRB20190519H,-9999,-9999,57.7,1170.873,0.003,3,2,-9999,7,3,-9999
FRB20190519A,-9999,FRB20180916B,43.4,348.713,0.004,1.2,0.5,-9999,4,1,-9999
FRB20190519A,-9999,FRB20180916B,43.4,348.713,0.004,1.2,0.5,-9999,4,1,-9999
FRB20190519B,-9999,FRB20180916B,44.8,349.28,0.04,1,0.4,-9999,12,4,-9999
FRB20190519B,-9999,FRB20180916B,44.8,349.28,0.04,1,0.4,-9999,12,4,-9999
FRB20190519B,-9999,FRB20180916B,44.8,349.28,0.04,1,0.4,-9999,12,4,-9999
FRB20190519B,-9999,FRB20180916B,44.8,349.28,0.04,1,0.4,-9999,12,4,-9999
FRB20190519C,-9999,FRB20180916B,27.1,349.06,0.02,0.6,0.3,-9999,4,1,-9999
FRB20190519J,-9999,-9999,18.6,642.76,0.04,0.6,0.5,-9999,2,1,-9999
FRB20190520A,-9999,-9999,28.7,432.506,0.006,1.1,0.5,-9999,2,1,-9999
FRB20190527A,-9999,-9999,32.8,584.6,0.2,0.5,0.4,-9999,10,4,-9999
FRB20190527A,-9999,-9999,32.8,584.6,0.2,0.5,0.4,-9999,10,4,-9999
FRB20190527B,-9999,FRB20181128A,10,449.82,0.07,0.4,0.3,-9999,2,0.9,-9999
FRB20190527C,-9999,-9999,80.2,535.437,0.002,3,2,-9999,20,10,-9999
FRB20190529A,-9999,-9999,8.3,704.45,0.08,0.5,0.3,-9999,1.4,0.5,-9999
FRB20190530A,-9999,-9999,14.9,555.44,0.02,0.6,0.4,-9999,1.7,0.9,-9999
FRB20190531A,-9999,-9999,14.4,324.698,0.006,0,0,No flux calculated for this burst due to bad gains with no scaling factor. See Section 3.4.,0,0,No fluence calculated for this burst due to bad gains with no scaling factor. See Section 3.4.
FRB20190531B,-9999,-9999,122.4,167.96,0.001,0,0,No flux calculated for this burst due to bad gains with no scaling factor. See Section 3.4.,0,0,No fluence calculated for this burst due to bad gains with no scaling factor. See Section 3.4.
FRB20190531C,-9999,-9999,12.2,478.2,0.03,0.4,0.3,-9999,1,1,-9999
FRB20190531E,-9999,-9999,14.2,328.203,0.003,3,2,-9999,5,3,-9999
FRB20190601A,-9999,-9999,16.4,2227.89,0.01,0.7,0.6,-9999,3,2,-9999
FRB20190601B,-9999,-9999,62.7,787.8,0.09,1,0.4,-9999,13,4,-9999
FRB20190601D,-9999,-9999,11.5,668.5,0.1,0.6,0.4,-9999,6,2,-9999
FRB20190601C,-9999,-9999,47.9,424.066,0.006,1.3,0.7,-9999,6,2,-9999
FRB20190601C,-9999,-9999,47.9,424.066,0.006,1.3,0.7,-9999,6,2,-9999
FRB20190603B,-9999,-9999,12.7,504.32,0.02,2,1,-9999,6,3,-9999
FRB20190603A,-9999,FRB20180916B,10.5,349.58,0.01,0.6,0.3,-9999,0.8,0.2,-9999
FRB20190604D,-9999,-9999,15,1021.17,0.01,0.8,0.4,-9999,2.5,0.8,-9999
FRB20190604A,190604.J1435+53,FRB20190604A,70,552.48,0.02,0.9,0.4,-9999,8,2,-9999
FRB20190604E,-9999,-9999,19.7,1218.596,0.008,1.2,0.5,-9999,2.3,0.8,-9999
FRB20190604F,-9999,FRB20180916B,98.8,348.725,0.004,3.4,0.8,-9999,21,4,-9999
FRB20190604F,-9999,FRB20180916B,98.8,348.725,0.004,3.4,0.8,-9999,21,4,-9999
FRB20190604F,-9999,FRB20180916B,98.8,348.725,0.004,3.4,0.8,-9999,21,4,-9999
FRB20190604C,-9999,-9999,61.6,515.64,0.05,1.6,0.4,-9999,26,4,-9999
FRB20190604G,-9999,-9999,24.8,233.05,0.01,1.2,0.3,-9999,4.5,0.7,-9999
FRB20190605C,-9999,-9999,47.5,187.642,0.002,5,1,-9999,4,1,-9999
FRB20190605D,-9999,-9999,17.4,1656.533,0.005,0.8,0.4,-9999,2.2,0.8,-9999
FRB20190605A,-9999,FRB20180916B,55.5,349.82,0.02,1.4,0.3,-9999,7,1,-9999
FRB20190605B,-9999,FRB20180916B,87.8,348.71,0.01,1.8,0.4,-9999,25,4,-9999
FRB20190605B,-9999,FRB20180916B,87.8,348.71,0.01,1.8,0.4,-9999,25,4,-9999
FRB20190605B,-9999,FRB20180916B,87.8,348.71,0.01,1.8,0.4,-9999,25,4,-9999
FRB20190606A,-9999,FRB20190604A,18.3,552.59,0.06,0.5,0.3,-9999,1.9,0.9,-9999
FRB20190606B,-9999,-9999,39.9,277.49,0.02,2.6,0.9,-9999,17,5,-9999
FRB20190607A,-9999,-9999,142,562.453,0.004,4.4,0.8,-9999,21,4,-9999
FRB20190607B,-9999,-9999,17.5,289.376,0.005,1.1,0.4,-9999,3.2,0.6,-9999
FRB20190608A,-9999,-9999,14.4,722.176,0.004,1.3,0.5,-9999,1.5,0.6,-9999
FRB20190609A,-9999,-9999,21,316.643,0.002,4,2,-9999,10,4,-9999
FRB20190609A,-9999,-9999,21,316.643,0.002,4,2,-9999,10,4,-9999
FRB20190609B,-9999,-9999,76.5,292.188,0.001,12,5,-9999,22,8,-9999
FRB20190609C,-9999,-9999,17.1,480.3,0.1,0.6,0.2,-9999,1.9,0.4,-9999
FRB20190609D,-9999,-9999,16.2,511.71,0.04,0.7,0.3,-9999,2.4,0.9,-9999
FRB20190611A,-9999,FRB20180814A,26.2,190.45,0.01,1.2,0.3,-9999,8,1,-9999
FRB20190611A,-9999,FRB20180814A,26.2,190.45,0.01,1.2,0.3,-9999,8,1,-9999
FRB20190612A,-9999,-9999,22.2,432.29,0.05,0.8,0.5,-9999,20,10,-9999
