tns_name,previous_name,repeater_name,ra,ra_err,ra_notes,dec,dec_err,dec_notes,gl,gb,exp_up,exp_up_err,exp_up_notes,exp_low,exp_low_err,exp_low_notes,bonsai_snr,bonsai_dm,low_ft_68,up_ft_68,low_ft_95,up_ft_95,snr_fitb,dm_fitb,dm_fitb_err,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,scat_time_err,flux,flux_err,flux_notes,fluence,fluence_err,fluence_notes,sub_num,mjd_400,mjd_400_err,mjd_inf,mjd_inf_err,width_fitb,width_fitb_err,sp_idx,sp_idx_err,sp_run,sp_run_err,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,excluded_flag
FRB20190423B,-9999,-9999,298.6,0.2,-9999,26.2,0.2,-9999,63.18,-0.87,13.0,8.0,-9999,-9999,-9999,-9999,15.9,585.5,0,5.8,0,9.7,26.6,584.95,0.02,102.3,160.8,0.00983,<0.0030,-9999,0.9,0.3,-9999,7.0,1.0,-9999,0,58596.5777762,2e-08,58596.5776008,2e-08,0.0025,0.0003,60.0,10.0,-110.0,20.0,623.1,463.8,537.6,962826.153,962149,0.382,0
FRB20190423B,-9999,-9999,298.6,0.2,-9999,26.2,0.2,-9999,63.18,-0.87,13.0,8.0,-9999,-9999,-9999,-9999,15.9,585.5,0,5.8,0,9.7,26.6,584.95,0.02,102.3,160.8,0.00983,<0.0030,-9999,0.9,0.3,-9999,7.0,1.0,-9999,1,58596.5777763,3e-08,58596.57760089,3e-08,0.009,0.002,60.0,20.0,-120.0,30.0,604.1,455.6,524.6,962826.153,962149,0.382,0
FRB20190423C,-9999,-9999,349.1,0.2,-9999,86.97,0.08,-9999,121.59,24.35,200.0,100.0,-9999,200.0,100.0,-9999,14.8,855.7,3.9,2.9,7.0,5.4,20.4,855.527,0.005,795.1,795.4,0.00786,0.0025,0.0003,1.2,0.4,-9999,4.0,1.0,-9999,0,58596.733670713,7e-09,58596.733414171,8e-09,<0.00016,-9999,2.0,1.0,-12.0,3.0,668.0,400.2,433.0,361824.303,360537,0.421,0
FRB20190423D,-9999,-9999,29.7,0.2,-9999,84.8,0.2,-9999,124.56,22.14,140.0,60.0,-9999,140.0,60.0,-9999,23.9,498.2,21.2,12.0,39.2,22.3,29.1,496.45,0.02,430.3,426.7,0.00885,0.007,0.001,1.7,0.8,-9999,18.0,7.0,-9999,0,58596.840547513,9e-09,58596.84039864,1e-08,0.0019,0.0003,10.0,2.0,-15.0,2.0,800.2,400.2,565.9,899689.783,898313,0.423,0
FRB20190424A,-9999,-9999,168.3,0.2,-9999,63.78,0.05,-9999,139.55,50.06,20.0,20.0,-9999,-9999,-9999,-9999,18.1,758.6,0,1.6,0,2.7,21.4,758.672,0.004,723.2,732.4,0.00098,<0.00075,-9999,1.1,0.4,-9999,2.0,0.6,-9999,0,58597.211743546,6e-09,58597.211516047,6e-09,0.00067,4e-05,5.0,1.0,-12.0,2.0,751.2,400.2,487.9,366308.371,365402,0.413,0
FRB20190425A,-9999,-9999,255.7,0.1,-9999,21.5,0.2,-9999,42.06,33.02,17.0,4.0,-9999,-9999,-9999,-9999,57.6,127.8,0,9.2,0,14.7,229.9,128.1577,0.0002,79.4,89.3,0.00098,<0.00038,-9999,19.0,3.0,-9999,32.0,4.0,-9999,0,58598.4499297771,6e-10,58598.4498913472,6e-10,0.00038,2e-06,8.3,0.1,-10.6,0.2,800.2,400.2,591.8,279123.089,185434,0.404,0
FRB20190425B,-9999,-9999,210.1,0.1,-9999,88.6,0.2,-9999,122.46,28.46,400.0,200.0,-9999,400.0,200.0,-9999,18.2,1030.3,2.5,2.1,5.2,4.2,21.6,1031.724,0.009,979.0,982.9,0.00197,<0.0013,-9999,1.2,0.7,-9999,3.0,1.0,-9999,0,58598.754030603,7e-09,58598.753721225,8e-09,0.00111,7e-05,22.0,3.0,-66.0,9.0,572.6,400.2,474.8,342929.758,342906,0.449,0
FRB20190426A,-9999,-9999,115.0,0.2,-9999,59.1,0.2,-9999,158.01,29.19,20.0,10.0,-9999,-9999,-9999,-9999,23.9,341.3,0,1.2,0,2.0,37.1,340.662,0.002,284.8,286.7,0.00197,<0.00043,-9999,1.6,0.3,-9999,2.0,0.3,-9999,0,58599.061184077,6e-09,58599.061081924,6e-09,0.0004,2e-05,27.0,2.0,-72.0,6.0,577.8,403.7,483.0,195167.362,193642,0.378,0
FRB20190427A,-9999,-9999,78.9,0.2,-9999,7.8,0.2,-9999,194.4,-17.22,13.0,6.0,-9999,-9999,-9999,-9999,25.2,454.5,0,4.0,0,7.0,27.5,455.783,0.003,370.8,330.1,0.00197,0.0006,0.0001,4.0,1.0,-9999,10.0,3.0,-9999,0,58600.9545243727,9e-10,58600.9543877,1e-09,0.00034,5e-05,-2.6,0.8,3.0,1.0,800.2,400.2,400.2,322702.449,320409,0.485,0
FRB20190428A,-9999,-9999,170.73,0.03,-9999,23.3,0.1,-9999,218.78,69.65,16.0,5.0,-9999,-9999,-9999,-9999,33,968.9,0,3.2,0,5.4,45.7,969.4,0.002,942.4,949.4,0.00393,0.0036,0.0004,2.2,0.7,-9999,7.0,2.0,-9999,0,58601.209369146,1e-09,58601.209078457,1e-09,0.00037,7e-05,54.0,4.0,-49.0,4.0,800.2,560.1,696.0,509717.601,505241,0.459,0
FRB20190429A,-9999,-9999,281.1,0.2,-9999,59.4,0.2,-9999,89.11,23.99,20.0,10.0,-9999,-9999,-9999,-9999,9.7,470.7,0,3.1,0,5.1,11.2,470.88,0.01,413.3,417.5,0.00295,<0.0016,-9999,0.8,0.2,-9999,1.8,0.3,-9999,0,58602.50770929,4e-09,58602.507568088,5e-09,0.0013,0.0002,4.0,2.0,-5.0,3.0,800.2,400.2,603.0,362119.515,360538,0.421,0
FRB20190429B,-9999,-9999,329.9,0.2,-9999,4.0,0.3,-9999,63.07,-38.21,11.0,6.0,-9999,-9999,-9999,-9999,10.2,297.6,0,8.5,0,15.2,18.2,295.7,0.8,253.5,263.1,0.01671,<0.0078,-9999,0.7,0.5,-9999,5.0,2.0,-9999,0,58602.64820601,2e-08,58602.6481174,2e-07,0.0064,0.0007,100.0,20.0,-900.0,200.0,444.1,401.7,422.4,672175.136,672442,0.46,0
FRB20190430B,-9999,-9999,237.7,0.2,-9999,62.3,0.2,-9999,95.69,44.2,20.0,10.0,-9999,-9999,-9999,-9999,10,2617.1,0,1.9,0,3.4,12.6,2619.4,0.09,2583.0,2590.0,0.02556,0.009,0.002,0.4,0.2,-9999,1.5,0.5,-9999,0,58603.38945675,2e-08,58603.38867129,3e-08,<0.0033,-9999,0.0,2.0,-2.0,2.0,800.2,400.2,403.8,477016.66,477881,0.488,0
FRB20190430A,-9999,-9999,77.7,0.2,-9999,87.0,0.3,-9999,125.94,25.83,200.0,100.0,-9999,200.0,100.0,-9999,11.1,349.4,6.3,4.5,11.6,8.6,14.8,339.3,0.2,281.4,282.8,0.01966,0.0032,0.0007,0.7,0.5,-9999,8.0,2.0,-9999,0,58603.45185672,2e-08,58603.45175499,6e-08,0.0034,0.0008,5.0,3.0,-29.0,9.0,574.6,400.2,433.8,629710.43,629881,0.494,0
FRB20190430C,-9999,-9999,277.2,0.2,-9999,24.9,0.2,-9999,53.26,15.75,13.0,8.0,-9999,-9999,-9999,-9999,22.5,399.5,0,3.3,0,5.7,32.2,400.56,0.01,301.5,317.4,0.00295,<0.0011,-9999,2.2,0.5,-9999,5.0,1.0,-9999,0,58603.495727319,3e-09,58603.495607205,4e-09,0.0009,0.0001,49.0,5.0,-49.0,5.0,800.2,530.6,659.3,338273.26,335610,0.461,0
FRB20190501B,-9999,-9999,261.5,0.2,-9999,54.4,0.2,-9999,82.03,34.05,20.0,10.0,-9999,-9999,-9999,-9999,24.3,784.5,0,1.4,0,2.2,29.8,784.07,0.01,740.5,747.6,0.0059,<0.0011,-9999,0.9,0.2,-9999,3.2,0.5,-9999,0,58604.454042709,2e-09,58604.453807595,4e-09,0.00093,6e-05,0.0,0.9,-7.0,2.0,714.8,400.2,400.2,347549.483,347765,0.441,0
FRB20190501B,-9999,-9999,261.5,0.2,-9999,54.4,0.2,-9999,82.03,34.05,20.0,10.0,-9999,-9999,-9999,-9999,24.3,784.5,0,1.4,0,2.2,29.8,784.07,0.01,740.5,747.6,0.0059,<0.0011,-9999,0.9,0.2,-9999,3.2,0.5,-9999,1,58604.454042745,2e-09,58604.45380763,4e-09,0.0008,0.0002,-1.0,2.0,-1.0,2.0,800.2,400.2,400.2,347549.483,347765,0.441,0
FRB20190502A,-9999,-9999,165.0,0.1,-9999,60.0,0.1,-9999,145.3,52.07,32.0,7.0,-9999,-9999,-9999,-9999,67.5,626.0,0,1.7,0,2.7,75.8,625.769,0.005,590.8,600.6,0.00393,0.001,5e-05,3.2,0.7,-9999,12.0,2.0,-9999,0,58605.1829522813,9e-10,58605.182764635,2e-09,0.00085,3e-05,-4.6,0.2,3.8,0.4,800.2,400.2,400.2,372435.239,367225,0.41,0
FRB20190502B,-9999,-9999,212.0,0.1,-9999,64.44,0.04,-9999,109.99,50.72,23.0,9.0,-9999,-9999,-9999,-9999,59.7,917.1,0,2.5,0,4.1,66.5,918.614,0.009,884.8,892.3,0.00492,0.00061,7e-05,2.6,0.5,-9999,10.0,2.0,-9999,0,58605.313075998,2e-09,58605.312800538,3e-09,0.0012,4e-05,1.7,0.4,-4.0,0.5,800.2,400.2,498.1,369335.964,359929,0.422,0
FRB20190502C,-9999,-9999,155.6,0.2,-9999,82.97,0.04,-9999,127.98,32.63,100.0,50.0,-9999,60.0,60.0,-9999,23.8,396.3,2.6,1.1,4.9,2.1,28.5,396.835,0.009,349.4,355.2,0.00197,0.0003,0.0001,4.0,2.0,-9999,8.0,3.0,-9999,0,58605.664072992,3e-09,58605.663953995,4e-09,0.00053,9e-05,9.0,1.0,-27.0,3.0,634.3,400.2,473.2,332112.854,332569,0.466,0
FRB20190515A,-9999,-9999,310.2,0.2,-9999,55.5,0.2,-9999,92.32,8.29,20.0,10.0,-9999,-9999,-9999,-9999,20.9,452.9,0,11.6,0,18.5,39.3,450.5,0.07,293.1,225.9,0.04719,0.038,0.002,0.5,0.1,-9999,17.0,2.0,-9999,0,58618.54699996,1e-08,58618.54686487,2e-08,0.0018,0.0007,4.9,0.8,-10.0,1.0,800.2,400.2,517.1,3254355.579,3245177,0.389,0
FRB20190515B,-9999,-9999,0.8,0.2,-9999,3.4,0.3,-9999,100.26,-57.33,12.0,6.0,-9999,-9999,-9999,-9999,23.4,820.1,0,5.2,0,9.7,31.1,822.189,0.006,789.7,798.4,0.00492,0.0019,0.0002,3.0,1.0,-9999,11.0,5.0,-9999,0,58618.686789629,2e-09,58618.686543083,3e-09,0.0004,0.0001,0.8,0.8,-9.0,1.0,685.6,400.2,417.0,356989.674,354457,0.431,0
FRB20190515C,-9999,FRB20190213A,31.7,0.2,-9999,20.1,0.3,-9999,146.06,-39.38,12.0,7.0,-9999,-9999,-9999,-9999,10.1,653.5,0,8.8,0,16.2,20.9,652.4,0.2,609.3,617.9,0.01278,<0.0061,-9999,0.5,0.3,-9999,6.0,2.0,-9999,0,58618.7734646,2e-08,58618.77326897,6e-08,0.0049,0.0006,35.0,5.0,-62.0,8.0,644.4,438.4,531.5,545427.258,543546,0.418,0
FRB20190515D,-9999,-9999,67.1,0.2,-9999,-5.0,0.3,-9999,199.88,-33.89,12.0,6.0,-9999,-9999,-9999,-9999,13,425.4,0,12.6,0,24.1,35.5,426.061,0.005,378.3,367.0,0.00492,0.0015,0.0003,3.0,2.0,-9999,9.0,4.0,-9999,0,58618.873798793,2e-09,58618.873671033,3e-09,0.00042,9e-05,31.0,3.0,-54.0,5.0,651.5,431.6,530.2,266492.296,265081,0.574,0
FRB20190516B,-9999,-9999,167.3,0.2,-9999,7.4,0.3,-9999,247.46,58.76,12.0,7.0,-9999,-9999,-9999,-9999,15.3,1235.8,0,7.0,0,13.7,19.4,1235.42,0.05,1202.1,1212.2,0.01376,0.0037,0.0006,1.1,0.8,-9999,10.0,5.0,-9999,0,58619.151392662,9e-09,58619.1510222,2e-08,0.0015,0.0005,1.0,1.0,-12.0,3.0,647.1,400.2,419.4,507054.52,504329,0.46,0
FRB20190517D,-9999,-9999,340.0,0.2,-9999,41.8,0.2,-9999,98.2,-14.62,10.0,10.0,-9999,-9999,-9999,-9999,9.4,1184.0,0,1.9,0,8.8,12,1180.15,0.06,1086.8,1097.3,0.01475,0.006,0.002,0.5,0.3,-9999,6.0,3.0,-9999,0,58620.62436765,2e-08,58620.62401376,3e-08,0.002,0.001,0.0,2.0,-4.0,3.0,800.2,400.2,406.8,958800.078,959113,0.384,0
FRB20190517B,-9999,FRB20180814A,65.5,0.2,-9999,73.6,0.3,-9999,136.46,16.58,40.0,20.0,-9999,44.0,8.0,-9999,9.6,187.6,42.5,6.7,182.0,31.0,14,191.7,0.3,103.9,83.4,0.01769,<0.0078,-9999,0.5,0.3,-9999,4.0,2.0,-9999,0,58620.85667787,3e-08,58620.85662038,8e-08,0.006,0.001,32.0,7.0,-110.0,20.0,541.1,402.6,466.7,811829.534,803770,0.354,0
FRB20190517C,-9999,-9999,87.5,0.2,-9999,26.6,0.2,-9999,182.48,-0.37,14.0,7.0,-9999,-9999,-9999,-9999,25,334.8,0,5.3,0,9.1,58.3,335.575,0.004,147.6,43.1,0.00197,0.00015,1e-05,3.0,1.0,-9999,9.0,3.0,-9999,0,58620.921331214,1e-09,58620.921230587,2e-09,0.00038,3e-05,8.0,1.0,-50.0,4.0,539.4,400.2,435.5,188812.917,183305,0.411,0
FRB20190518B,-9999,-9999,175.1,0.2,-9999,20.3,0.2,-9999,232.01,72.39,12.0,7.0,-9999,-9999,-9999,-9999,12.8,913.9,0,2.6,0,4.9,16.7,913.772,0.004,887.7,893.6,0.00098,<0.00071,-9999,1.5,0.7,-9999,2.0,1.0,-9999,0,58621.166374403,4e-09,58621.166100395,4e-09,0.00061,5e-05,0.0,1.0,-1.0,2.0,800.2,400.2,478.4,379580.436,379994,0.39,0
FRB20190518C,-9999,-9999,242.01,0.07,-9999,4.6,0.2,-9999,16.3,38.1,15.0,3.0,-9999,-9999,-9999,-9999,34.5,444.8,0,6.7,0,11.6,46.4,444.08,0.003,402.4,408.2,0.00295,0.00029,3e-05,7.0,2.0,-9999,15.0,3.0,-9999,0,58621.349301598,1e-09,58621.349168434,2e-09,0.00064,4e-05,6.4,0.7,-15.0,1.0,730.2,400.2,494.3,351087.684,349593,0.438,0
FRB20190518D,-9999,-9999,174.7,0.3,-9999,89.3,0.2,-9999,123.17,27.78,1200.0,300.0,-9999,1000.0,300.0,-9999,14.9,202.2,3.5,2.4,6.9,4.8,19.3,202.455,0.006,148.5,151.8,0.00197,0.00039,7e-05,1.0,1.0,-9999,3.0,2.0,-9999,0,58621.37825603,4e-09,58621.378195321,4e-09,0.0003,0.0001,5.0,2.0,-16.0,3.0,698.5,400.2,475.6,353943.657,352633,0.434,0
FRB20190518A,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,9.3,351.0,0,6.9,0,27.5,10.6,349.61,0.05,150.7,24.8,0.00492,<0.0027,-9999,0.3,0.2,-9999,1.5,0.3,-9999,0,58621.759521586,8e-09,58621.75941675,2e-08,0.0021,0.0003,5.0,4.0,-30.0,10.0,582.6,400.2,437.9,366430.605,364794,0.414,0
FRB20190518E,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.68,3.72,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,16,351.0,0,6.9,0,27.5,22,350.145,0.007,151.1,25.1,0.0059,<0.0022,-9999,0.8,0.3,-9999,3.8,0.9,-9999,0,58621.764652893,4e-09,58621.764547897,4e-09,0.002,0.0001,7.0,3.0,-3.0,3.0,800.2,494.7,800.2,364485.661,363578,0.416,0
FRB20190518G,-9999,-9999,94.8,0.2,-9999,75.5,0.1,-9999,138.68,24.22,50.0,30.0,-9999,30.0,20.0,-9999,20.2,525.7,7.9,1.5,15.3,2.7,33.6,524.946,0.004,461.9,460.2,0.00098,<0.00072,-9999,1.0,0.4,-9999,1.8,0.6,-9999,0,58621.945026317,2e-09,58621.944868904,3e-09,0.00067,3e-05,20.0,2.0,-75.0,7.0,543.6,400.2,456.4,370435.485,370266,0.405,0
FRB20190519D,-9999,-9999,164.6,0.2,-9999,42.99,0.03,-9999,170.84,62.15,12.0,9.0,-9999,-9999,-9999,-9999,18.6,538.6,0,0.4,0,0.8,25.3,539.77,0.01,509.3,521.1,0.00197,<0.0020,-9999,0.4,0.2,-9999,0.8,0.4,-9999,0,58622.133245441,3e-09,58622.133083583,5e-09,0.0018,0.0001,-1.5,0.8,-2.0,1.0,800.2,400.2,400.2,436660.794,434106,0.303,0
FRB20190519E,-9999,-9999,168.3,0.2,-9999,41.7,0.2,-9999,170.75,65.2,16.0,9.0,-9999,-9999,-9999,-9999,17,693.9,0,0.8,0,1.5,30.3,693.83,0.001,666.3,677.3,0.00098,<0.00045,-9999,1.0,0.5,-9999,1.5,0.7,-9999,0,58622.144989693,3e-09,58622.144781638,3e-09,0.00041,2e-05,2.0,2.0,4.0,2.0,800.2,551.0,800.2,218437.16,217050,0.303,0
FRB20190519F,-9999,-9999,165.6,0.2,-9999,77.2,0.2,-9999,130.34,38.29,50.0,30.0,-9999,60.0,20.0,-9999,20.2,799.0,13.9,3.0,24.6,5.5,41,797.77,0.02,755.7,763.2,0.00688,0.0014,0.0002,0.7,0.4,-9999,4.0,1.0,-9999,0,58622.145965243,5e-09,58622.145726021,8e-09,0.0014,0.0002,22.0,2.0,-86.0,6.0,534.4,400.2,453.9,419609.602,418297,0.328,0
FRB20190519G,-9999,-9999,306.7,0.1,-9999,72.3,0.2,-9999,105.86,18.99,40.0,20.0,-9999,30.0,20.0,-9999,28.3,433.5,95.8,10.9,179.0,21.2,40.9,430.09,0.02,356.6,350.9,0.01868,0.011,0.001,1.1,0.8,-9999,20.0,10.0,-9999,0,58622.53349492,8e-09,58622.53336595,1e-08,0.0031,0.0004,1.7,0.6,-5.3,0.8,800.2,400.2,471.1,1313484.654,1308713,0.399,0
FRB20190519H,-9999,-9999,343.0,0.2,-9999,87.37,0.06,-9999,121.49,24.84,270.0,90.0,-9999,200.0,100.0,-9999,39.7,1169.5,2.5,1.8,5.0,3.6,57.7,1170.873,0.003,1111.5,1112.4,0.00295,0.00031,2e-05,3.0,2.0,-9999,7.0,3.0,-9999,0,58622.648564775,2e-09,58622.648213671,2e-09,0.00025,7e-05,2.3,0.5,-14.0,1.0,652.9,400.2,435.0,360357.459,358105,0.425,0
FRB20190519A,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,11.9,346.1,0,6.9,0,27.5,43.4,348.713,0.004,149.8,23.9,0.00885,0.00036,5e-05,1.2,0.5,-9999,4.0,1.0,-9999,0,58622.743352316,3e-09,58622.743247749,3e-09,0.00027,6e-05,100.0,10.0,-180.0,20.0,583.2,466.0,521.3,348292.269,347156,0.442,0
FRB20190519A,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,11.9,346.1,0,6.9,0,27.5,43.4,348.713,0.004,149.8,23.9,0.00885,0.00036,5e-05,1.2,0.5,-9999,4.0,1.0,-9999,1,58622.743352374,3e-09,58622.743247808,3e-09,0.0013,0.0001,79.0,8.0,-220.0,20.0,532.9,433.4,480.6,348292.269,347156,0.442,0
FRB20190519B,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,21.7,349.4,0,6.9,0,27.5,44.8,349.28,0.04,150.3,24.4,0.03244,<0.0022,-9999,1.0,0.4,-9999,12.0,4.0,-9999,0,58622.756267361,9e-09,58622.75616262,1e-08,0.002,0.0003,50.0,10.0,-50.0,10.0,800.2,537.9,662.5,755972.269,749035,0.398,0
FRB20190519B,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,21.7,349.4,0,6.9,0,27.5,44.8,349.28,0.04,150.3,24.4,0.03244,<0.0022,-9999,1.0,0.4,-9999,12.0,4.0,-9999,1,58622.756267454,8e-09,58622.75616272,1e-08,0.0015,0.0004,24.0,9.0,-30.0,10.0,748.5,442.7,575.6,755972.269,749035,0.398,0
FRB20190519B,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,21.7,349.4,0,6.9,0,27.5,44.8,349.28,0.04,150.3,24.4,0.03244,<0.0022,-9999,1.0,0.4,-9999,12.0,4.0,-9999,2,58622.75626754,1e-08,58622.75616281,1e-08,0.0061,0.0008,41.0,7.0,-80.0,10.0,607.7,435.3,514.3,755972.269,749035,0.398,0
FRB20190519B,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,21.7,349.4,0,6.9,0,27.5,44.8,349.28,0.04,150.3,24.4,0.03244,<0.0022,-9999,1.0,0.4,-9999,12.0,4.0,-9999,3,58622.756267667,4e-09,58622.75616293,1e-08,0.0022,0.0001,38.0,4.0,-110.0,10.0,545.5,410.2,473.1,755972.269,749035,0.398,0
FRB20190519C,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,16.4,346.1,0,6.9,0,27.5,27.1,349.06,0.02,150.1,24.2,0.0118,<0.0032,-9999,0.6,0.3,-9999,4.0,1.0,-9999,0,58622.757525392,4e-09,58622.75742072,7e-09,0.0029,0.0002,27.0,3.0,-69.0,7.0,585.5,405.8,487.5,357659.801,358106,0.425,0
FRB20190519J,-9999,-9999,296.21,0.09,-9999,86.9,0.3,-9999,119.6,26.38,200.0,100.0,-9999,220.0,90.0,-9999,9.5,642.1,2.3,1.5,4.9,3.2,18.6,642.76,0.04,586.7,589.1,0.00197,0.0005,9e-05,0.6,0.5,-9999,2.0,1.0,-9999,0,58622.961199671,5e-09,58622.96100693,1e-08,0.0005,0.0003,24.0,7.0,-260.0,60.0,461.0,400.2,419.5,345465.697,344729,0.446,0
FRB20190520A,-9999,-9999,273.52,0.03,-9999,26.32,0.09,-9999,53.3,19.37,15.0,7.0,-9999,-9999,-9999,-9999,21.8,431.9,0,1.6,0,3.0,28.7,432.506,0.006,352.8,367.3,0.00197,<0.00071,-9999,1.1,0.5,-9999,2.0,1.0,-9999,0,58623.434067866,3e-09,58623.433938173,4e-09,0.00065,3e-05,11.0,2.0,-54.0,7.0,546.0,400.2,444.4,374488.098,373914,0.399,0
FRB20190527A,-9999,-9999,12.5,0.2,-9999,7.99,0.07,-9999,122.23,-54.88,9.0,7.0,-9999,-9999,-9999,-9999,14.8,582.3,0,12.9,0,24.0,32.8,584.6,0.2,550.9,559.9,0.05702,0.0051,0.0005,0.5,0.4,-9999,10.0,4.0,-9999,0,58630.6862003,2e-08,58630.68602501,5e-08,0.0027,0.0009,50.0,10.0,-120.0,30.0,556.1,422.4,484.7,1340704.245,1346100,0.279,0
FRB20190527A,-9999,-9999,12.5,0.2,-9999,7.99,0.07,-9999,122.23,-54.88,9.0,7.0,-9999,-9999,-9999,-9999,14.8,582.3,0,12.9,0,24.0,32.8,584.6,0.2,550.9,559.9,0.05702,0.0051,0.0005,0.5,0.4,-9999,10.0,4.0,-9999,1,58630.68620053,1e-08,58630.68602523,5e-08,0.0025,0.0006,31.0,4.0,-130.0,10.0,512.2,400.2,449.1,1340704.245,1346100,0.279,0
FRB20190527B,-9999,FRB20181128A,73.9,0.1,-9999,63.22,0.07,-9999,146.73,12.3,10.0,10.0,A significant fraction of the localization region of the burst is falling between the FWHM of two beams resulting in a large error on the exposure. See Section 2.2.,-9999,-9999,-9999,9.4,449.7,0,3.7,0,9.9,10,449.82,0.07,337.4,297.9,0.00885,<0.0033,-9999,0.4,0.3,-9999,2.0,0.9,-9999,0,58630.86089978,2e-08,58630.86076489,3e-08,0.0021,0.0006,12.0,5.0,-13.0,5.0,800.2,416.2,637.0,369868.919,371482,0.403,0
FRB20190527C,-9999,-9999,100.2,0.1,-9999,57,0.04,-9999,158.61,21.11,26.0,7.0,-9999,-9999,-9999,-9999,48.7,535.4,0,6.0,0,11.5,80.2,535.437,0.002,461.6,451.3,0.00688,0.0038,0.0002,3.0,2.0,-9999,20.0,10.0,-9999,0,58630.9327143193,8e-10,58630.932553761,1e-09,0.00049,5e-05,0.6,0.3,-4.0,0.4,800.2,400.2,434.3,576333.68,563609,0.396,0
FRB20190529A,-9999,-9999,68.1,0.2,-9999,40.3,0.2,-9999,161.89,-5.29,15.0,9.0,-9999,-9999,-9999,-9999,10.6,703.6,0,2.0,0,3.6,8.3,704.45,0.08,539.0,482.8,0.00393,<0.0015,-9999,0.5,0.3,-9999,1.4,0.5,-9999,0,58632.837488178,6e-09,58632.83727694,3e-08,0.001,0.0002,20.0,10.0,-100.0,30.0,528.9,400.2,453.4,365286.229,367226,0.41,0
FRB20190530A,-9999,-9999,68.74,0.03,-9999,60.6,0.2,-9999,147.22,8.75,20.0,10.0,-9999,-9999,-9999,-9999,11.5,554.8,0,2.6,0,5.2,14.9,555.44,0.02,416.2,353.1,0.00197,<0.0013,-9999,0.6,0.4,-9999,1.7,0.9,-9999,0,58633.838741225,3e-09,58633.838574667,8e-09,0.001,0.0001,18.0,5.0,-90.0,20.0,517.3,400.2,441.1,338724.627,340474,0.453,0
FRB20190531A,-9999,-9999,203.96,0.07,-9999,81.7,0.2,-9999,120.99,35.24,80.0,40.0,-9999,80.0,40.0,-9999,10.9,325.1,0,0,0,0,14.4,324.698,0.006,280.7,287.2,0.00098,<0.00075,-9999,0,0,No flux calculated for this burst due to bad gains with no scaling factor. See Section 3.4.,0,0,No fluence calculated for this burst due to bad gains with no scaling factor. See Section 3.4.,0,58634.218316013,2e-09,58634.218218647,3e-09,0.00063,6e-05,6.0,2.0,-15.0,4.0,714.2,400.2,482.8,315430.989,314330,0.495,0
FRB20190531B,-9999,-9999,259.91,0.006,-9999,49.3,0.1,-9999,75.9,34.89,23.0,6,-9999,-9999,-9999,-9999,55.3,166.6,0,0,0,0,122.4,167.96,0.001,124.9,132.6,0.00197,<0.00069,-9999,0,0,No flux calculated for this burst due to bad gains with no scaling factor. See Section 3.4.,0,0,No fluence calculated for this burst due to bad gains with no scaling factor. See Section 3.4.,0,58634.3665001787,3e-10,58634.3664498135,4e-10,0.00067,8e-06,15.1,0.4,-44.0,1.0,595.9,400.2,474.6,334110.448,327706,0.474,0
